秒数,布陣,キャラクター,レベル,敵名,リソース,,,,,
1,敵,Enemy_25,1
2,味方,Npc_01,1
3,味方,Npc_03,1
5,敵,Enemy_25,1
6,味方,Npc_01,1
7,味方,Npc_03,1
15,敵,Enemy_25,1
16,味方,Npc_01,1
17,味方,Npc_03,1
20,味方,Orend_01,2
30,敵,Enemy_07,1
31,敵,Enemy_21,1
32,敵,Enemy_22,1
33,敵,Enemy_23,1
34,敵,Enemy_24,1
35,敵,Enemy_25,1
36,敵,Enemy_24,1
37,敵,Enemy_24,1
38,敵,Enemy_25,1
39,敵,Enemy_25,1
40,敵,Enemy_24,1
41,敵,Enemy_25,1
42,敵,Enemy_24,1
43,敵,Enemy_22,1
44,敵,Enemy_21,1
60,敵,Enemy_22,1
61,敵,Enemy_22,3
62,敵,Enemy_22,3
63,敵,Enemy_22,3
64,敵,Enemy_22,3
65,敵,Enemy_22,3
66,敵,Enemy_24,3
67,敵,Enemy_24,3
68,敵,Enemy_24,3
69,敵,Enemy_24,3
70,敵,Enemy_21,3
71,敵,Enemy_24,3
72,敵,Enemy_24,3
73,敵,Enemy_24,3
74,敵,Enemy_24,3
75,敵,Enemy_21,3
76,敵,Enemy_24,3
77,敵,Enemy_24,3
