秒数,布陣,キャラクター,レベル,敵名,リソース,,,,,
1,敵,Enemy_17,0
2,敵,Enemy_19,0
3,敵,Enemy_18,0
10,敵,Enemy_19,0
10.3,敵,Enemy_17,0
10.6,敵,Enemy_19,0
10.9,敵,Enemy_17,0
11.2,敵,Enemy_19,0
11.5,敵,Enemy_17,0
11.8,敵,Enemy_18,0
12.1,敵,Enemy_17,0
12.4,敵,Enemy_18,0
12.7,敵,Enemy_19,0
13,敵,Enemy_20,0
21,敵,Enemy_12,0
22,敵,Enemy_13,0
23,敵,Enemy_14,0
30,敵,Enemy_12,0
31,敵,Enemy_13,0
32,敵,Enemy_14,0
60,敵,Enemy_19,0
61,敵,Enemy_17,0
62,敵,Enemy_19,0
63,敵,Enemy_17,0
64,敵,Enemy_19,0
65,敵,Enemy_17,0
66,敵,Enemy_18,0
67,敵,Enemy_17,0
68,敵,Enemy_18,0
69,敵,Enemy_19,0
70,敵,Enemy_12,0
71,敵,Enemy_13,0
72,敵,Enemy_14,0
73,敵,Enemy_12,0
74,敵,Enemy_13,0
75,敵,Enemy_14,0
76,敵,Enemy_20,0
77,敵,Enemy_20,1
70,敵,Enemy_12,1
71,敵,Enemy_13,1
72,敵,Enemy_14,1
73,敵,Enemy_12,1
74,敵,Enemy_13,1
75,敵,Enemy_14,1
