,,,,,,,,,,
ただ君だけを、守りたいと願う　6章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
2,,ーー演劇が終わってお客様を送り出すみんな。,,,,,none,場面切り替え/BGM切り替え(自然の中でゆったりと)/背景切り替え,21,036_balcony
4,orend,はーい！おかえりなさーい！ありがとー！サンキューなー！え？そんな！ちっちゃな劇団ですよ。,,,R,normal,talk,,44,
4,orend,あっはっは！あ！お次の方もおかえりー！サンキューなー！え？握手！照れちゃうなあ！,,,R,normal,talk,,40,
5,volcus,ふむ。,,,L,smile,talk,,3,
6,orend,おー！マダムのみなさま！え！泣いてメイクが崩れて、どうしてくれるの！？,,,R,normal,talk,,35,
6,orend,大丈夫ですよー！いまも十分ビューティーですよー！グッドグッド！はっはっはー！サンキューなぁ！,,,R,normal,talk,,46,
7,shandy,あ！ありがとうございましたー！あら、サイン？いいわよ、どこに書けばいいかしら？,,,R,normal,talk,,39,
7,shandy,はーい。シャツね。どうぞー！シャンディよ。次もぜひよろしくお願いしますね。,,,R,normal,talk,,37,
8,era,わっわ、え、えっと。ありがとうございました！ふぇ！？...そ、そうです。私です。えへへ。,,,L,normal,talk,,44,
9,orend,おかえりなさーい！さんきゅーなあ！え？ハグ？それはダメだぜマダム！そいつは有料なのさぁ！,,,R,normal,talk,,44,
9,orend,でも今日は気分がいいからタダにしちゃうぜぇ！はっはっは！お次の方もおかえりなさーい！サンキューなー！,,,R,normal,talk,,50,
10,shandy,え？可愛いですか？あら、お上手なおじさまですねー！うふふ。,,,R,normal,talk,,29,
10,shandy,あ！おさわりはダメですよ。奥様と楽しんでくださいね。はい、おかえりなさーい。ありがとうございましたー。,,,R,normal,talk,,51,
11,era,わ...わわ...ふぇ？あ...はい！え？そうです。あ、ありがとうございました。,,,L,normal,talk,,40,
11,era,..えへへ、お城を目指してるんです。はい！頑張ります！,,,L,normal,talk,,27,
12,volcus,・・・見事だ。,,,L,smile,talk,,7,
14,,ーーお客がはけた後に。,,,,,none,場面切り替え/背景切り替え,11,024_rest_rooms
16,shandy,ふー...。おわったー...なんだか、あっという間の4日間だったわねー...。,,,R,normal,talk,,39,
17,orend,ほんとだなぁ...はっはっは。疲れたぜ。（周りに）おーい！,,,L,normal,talk,,29,
17,orend,みんなー！しばらく休憩だー！休まったら片付け始めるぜー！...ふぃー！,,,L,normal,talk,,35,
18,shandy,はぁー、お疲れ様、座長。,,,R,normal,talk,,12,
19,orend,お！おう。サンキューなぁ。,,,L,normal,talk,,13,
20,volcus,ふむ。,,,R,smile,talk,,3,
21,orend,おー、ヴェルの魔王、かっこよかったぜー。グッドグッドー！,,,L,normal,talk,,28,
22,volcus,そなたの方が演技は秀でておる。,,,R,smile,talk,,15,
