,,,,,,,,,,
ただ君だけを、守りたいと願う　6章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
2,,ーーロクシーが帰ってくる,,,,,none,場面切り替え/背景切り替え/BGM切り替え(小さな幸せとエトセトラ),12,028_Inside_Castle
4,sara,おかえりなさい！オレンド、ロクシー。予定よりずいぶんと遅くなりましたね。,,,R,smile,talk,,36,
5,orend,おー！ただいまー！はっはっはー！ソーリーソーリー！サラー！寂しくて泣いてなかったかー！,,,L,normal,talk,,43,
6,loxy,ただいまー！サラさん！！,,,L,smile,talk,,12,
7,sara,どうでしたか？人族の街は。,,,R,normal,talk,,13,
8,orend,いやー！俺は中には入れなかったからよー！わかんねーけど！こっちとあんま変わんねーなぁ！って。,,,L,normal,talk,,46,
9,sara,そうですか。,,,R,normal,talk,,6,
10,loxy,ママにちゃんと会えたよー！,,,L,smile,talk,,13,
11,sara,そうですか。それで、婚姻のお話は出来たんですか？,,,R,normal,talk,,24,
12,loxy,うん！...って、結構ボロボロに怒られて、飛び出してきちゃったんだけどね...えへへ。,,,L,normal,talk,,43,
13,sara,あら、人族にもまともな方いるものなのですね。,,,R,normal,talk,,22,
14,orend,ロクシーがおかしなだけだろー！はっはっは！,,,L,normal,talk,,21,
15,sara,オレンド、あなたは人のことを何も言えませんので。,,,R,confuse,talk,,24,
16,orend,およよ？はっはっはー！そうかもな！,,,L,normal,talk,,17,
17,sara,それにしても、ロクシーさん...なんか、ちょっと見ない間に...、いえ...,,,R,normal,talk,,38,
18,loxy,あ、太ったって...？,,,L,normal,talk,,11,
19,sara,あ、そうですね。,,,R,normal,talk,,8,
20,orend,ちっちっちー！サラ、ちげーのさー！ロクシーなぁ！子供ができてたんだとよー！,,,L,smile,talk,,37,
21,loxy,あ、こらオレンド！私が言おうと思ってたのに！,,,L,normal,talk,,22,
22,orend,どんななんだろーなー！赤ちゃん！だってよー！はっはっはー！,,,L,normal,talk,,29,
23,sara,そうですか！ヴォルカス様の....お、おめでとうございます。,,,R,normal,talk,,30,
24,loxy,そう！ヴォルカスとの！えへへ。こんなに早くお母さんになると思ってなかったけど。,,,L,smile,talk,,39,
25,sara,動くの？,,,R,normal,talk,,4,
26,loxy,最近は、結構動くかなぁ。,,,L,normal,talk,,12,
27,sara,そう。ちょっと、触っていいかしら？,,,R,normal,talk,,17,
28,loxy,ん？いいわよ。,,,L,normal,talk,,7,
29,orend,サラ。,,,L,normal,talk,,3,
30,sara,何かしら？,,,R,normal,talk,,5,
31,orend,あんまり乱暴に触んなよー！大事に運んできたんだからな！はっはっはー！,,,L,normal,talk,,34,
32,sara,・・・そうさせてもらうわね。,,,R,normal,talk,,14,
33,loxy,どう？,,,L,normal,talk,,3,
34,sara,・・・,,,R,normal,talk,,3,
35,loxy,何か感じる？,,,L,normal,talk,,6,
36,sara,そうね...ヴォルカス様と近い魔素を感じるわ...あなた体は大丈夫なの？,,,R,normal,talk,,36,
37,loxy,へ？んー...なんともないかなぁ。,,,L,normal,talk,,17,
38,sara,そう、そうなのね。ふふふ、よかったわね。ロクシー。おめでとう。,,,R,smile,talk,,31,
39,orend,おー！おめでとー！だから帰りはちょーっと飛ばすのをやめてのんびーり帰ってきたわけよー！,,,L,smile,talk,,43,
39,orend,そして遅くなったのさー！はっはっはー！,,,L,smile,talk,,19,
40,sara,そうだったのね。オレンドが調整をできるなんて、知らなかったわ。,,,R,smile,talk,,31,
41,orend,はっはっはー！まぁな！自分でもびっくりだったぜー！,,,L,normal,talk,,25,
42,sara,何よそれ。っさ、二人とも、お城に入りましょう。疲れたでしょうから。,,,R,normal,talk,,33,
43,loxy,はーい！,,,L,normal,talk,,4,
44,orend,おうよー！,,,L,normal,talk,,5,
45,sara,あ、オレンドは、戦線会議の方へ顔を出せるかしら？ちょうど大会議室で他の族長たちとヴォルカス様が話をしているわ。,,,R,normal,talk,,55,
46,orend,えー...帰ってきていきなり会議かよ...。バッド...。,,,L,normal,talk,,29,
47,sara,しょうがないじゃない。人族の大規模な侵攻があるのよ。,,,R,normal,talk,,26,
48,orend,そーかー！じゃ、まぁ行ってくるかねー！はっはっはー！,,,L,normal,talk,,26,
50,,ーーその夜、オレンドの自室にて,,,,,none,"場面切り替え/背景切り替え(オレンドの自室っぽいものがあれば)
BGM切り替え(Dianthus)",15,
52,sara,オレンド、いるかしら？,,,R,normal,talk,,18,
53,orend,お？お？サラァァァァ！珍しいなぁ！俺のところに来るなんてえ！,,,L,normal,talk,,38,
54,sara,そうですね。初めてかもしれません。,,,R,normal,talk,,17,
55,orend,はっはっはー！珍しい夜だなぁー！さ、はいったはいったー！,,,L,normal,talk,,28,
56,sara,では、失礼するわね。,,,R,normal,talk,,10,
57,orend,で、どうしたのさ！こんな夜に。,,,L,normal,talk,,15,
58,sara,ロクシーは...ヴォルカス様のところですか？,,,R,normal,talk,,22,
59,orend,そうだぜー。ちょっとだけ結婚式？的なやつをするって意気込んでたぜ。,,,L,normal,talk,,33,
60,sara,そうですか。,,,R,normal,talk,,6,
61,orend,で、言いたいことはそれじゃないだろー？どうしたー？,,,L,normal,talk,,25,
62,sara,・・・,,,R,cry,talk,,3,
63,orend,はっはっはー！言いにくいことかー？待つぜ待つぜー！うぇいとうぇいとー！,,,L,normal,talk,,35,
64,sara,はぁ...。あなたは全く。,,,R,confuse,talk,,13,
65,orend,おー？いつも通りだろ、はっはっは。,,,L,normal,talk,,17,
66,sara,・・・オレンド、あなたにだけ伝えます。,,,R,cry,talk,,19,
67,orend,なあに？サラ！俺の失恋記念日でもお祝いしてくれるのかなぁ！？あっはっは！,,,L,normal,talk,,36,
68,sara,・・・いえ。私は、次の新月の夜にロクシーを殺します。,,,R,cry,talk,BGMなし,26,
69,orend,・・・やっぱりかー...。,,,L,normal,talk,,13,
70,sara,気付いていたんですか？,,,R,cry,talk,BGM再開(Dianthus),11,
71,orend,そうさ。,,,L,normal,talk,,4,
72,sara,また、いつもの勘ですか？,,,R,cry,talk,,12,
73,orend,いんやー、サラ、その右目、どうしたんだ？,,,L,normal,talk,,20,
74,sara,・・・。,,,R,cry,talk,,4,
75,orend,そりゃ、傀儡だろ？,,,L,normal,talk,,9,
76,sara,そうです...。今日、すぐわかりましたか？,,,R,cry,talk,,21,
77,orend,そりゃそうさ。というか、傀儡師の俺に分かって欲しい、って感じだぜ。はっはっはー。,,,L,normal,talk,,40,
78,sara,そうですか。そうかもしれませんね...。止めないんですか？,,,R,cry,talk,,29,
79,orend,あー？いや、止められるなら止めてーけど。もう、止まんねーんだろ...？こりゃ勘だ。,,,L,normal,talk,,41,
80,sara,そうですね。止まりません。,,,R,cry,talk,,13,
81,orend,で、何があったのさ。,,,L,normal,talk,,10,
82,sara,新月の刻印です。,,,R,cry,talk,,8,
83,orend,なんだそりゃ。,,,L,normal,talk,,7,
84,sara,月の刻印の一つです。呪術は術者の魔素を使って行いますが、月の刻印は、術者の何かを代償に呪いをおこないます。,,,R,cry,talk,,53,
85,orend,そうかい。それで目かい。,,,L,normal,talk,,12,
86,sara,そうです。新月の刻印は、明かりを失う代わりに、呪いを成就させるものです。,,,R,cry,talk,,36,
87,orend,さっき触った時か？,,,L,normal,talk,,9,
88,sara,そうです。術者の魔素を使わないので、たとえ私が死んでも、呪いは消えません。,,,R,cry,talk,,37,
89,orend,そうかい...。,,,L,normal,talk,,8,
90,sara,・・・怒らないんですか？,,,R,cry,talk,,12,
91,orend,いやー...怒ってもどうしようもないんだろ...。,,,L,normal,talk,,25,
92,sara,そうですね。,,,R,cry,talk,,6,
93,orend,それによ。,,,L,normal,talk,,5,
94,sara,・・・それに、なんですか？,,,R,cry,talk,,13,
95,orend,俺、サラのことも好きだからよ。,,,L,normal,talk,,15,
96,sara,・・・そう、そうですか。では、伝えることは伝えたので、私はこれで。,,,R,cry,talk,,33,
97,orend,おう。おやすみなー！サラ！,,,L,normal,talk,,13,
98,sara,・・・おやすみなさい。,,,R,cry,talk,,11,
99,orend,・・・なんだ、なんだよ...なんなんだよ...。,,,L,cry,talk,,24,
