,,,,,,,,,,
ただ君だけを、守りたいと願う　2章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
1,,ーー早朝、インプ族のクリシュオラが旅立つ。,,,,,none,開始BGM(自然の中でゆったりと)/背景切り替え,21,005_era's_ house
2,silhouette_man,助けていただいて、ありがとうございました。,,,L,confuse,talk,,21,
3,eleth,いいえ、とんでもございません。困った時はお互い様ですから。お気になさらないでくださいね。,,,R,normal,talk,,44,
4,silhouette_man,ちゃんと挨拶もできずにすみません、とお二人に伝えてください...。今は逃亡者の身ですから。,,,L,confuse,talk,,45,
5,eleth,はい、わかりました。,,,R,normal,talk,,10,
6,volcus,クリシュオラよ。,,,R,smile,talk,,8,
7,silhouette_man,・・・朝早く出ること、バレてましたか。,,,L,confuse,talk,,19,
8,volcus,当然だ。,,,R,smile,talk,,4,
9,eleth,うふふ、ヴェル様はなんでも知っておられますねえ。,,,R,normal,talk,,24,
10,volcus,・・・年の功だ。して、クリシュオラよ。達者でな。,,,R,smile,talk,,24,
11,silhouette_man,・・・いつか、家族と合流できたら、お二人のことを家族にも話します。とても優しい人たちがいたと！,,,L,confuse,talk,,47,
12,eleth,まあ...では、お願いしますね。,,,R,normal,talk,,16,
13,volcus,うむ。,,,R,smile,talk,,3,
14,silhouette_man,では、ありがとうございました。あまり話していると見つかってしまうので失礼します。お世話になりました！,,,L,confuse,talk,,50,
15,eleth,・・・さて、コーヒーでも淹れましょうかね。,,,L,confuse,talk,,21,
16,volcus,ふむ。では、馳走になることとする。,,,R,smile,talk,,17,
17,,ーーしばらくしてからイーラが眠そうな顔をして起きてくる。,,,,,,,28,
18,era,むにゃむにゃ、おはよー。,,,L,unique,talk,,12,
19,eleth,おはよう、イーラや。,,,R,normal,talk,,10,
20,era,あれ？、ヴェルと魔族のおじさんはどうしたの？,,,L,unique,talk,,22,
21,eleth,クリシュオラ様は朝早くに帰りましたよ。,,,R,normal,talk,,19,
22,era,そっか、お話聞きたかったなぁ。,,,L,normal,talk,,15,
23,eleth,うふふ、またそのうち遊びに来てくれますよ。,,,R,normal,talk,,21,
24,era,そっかあ。ヴェルはー？,,,L,normal,talk,,11,
25,eleth,市場に買い物をしにいきましたよ。コーヒーのお返しだとか。,,,R,normal,talk,,28,
26,era,帰ってくる？,,,L,normal,talk,,6,
27,eleth,えぇ、そのうち。そしたらご飯にしましょうか。,,,R,normal,talk,,22,
28,era,そっか、よかった。,,,L,smile,talk,,9,
29,eleth,色々お話は聞けましたか？,,,R,normal,talk,,12,
30,era,うん。寝ちゃったけど...。,,,L,normal,talk,,14,
31,eleth,あら、ずいぶんと安心できたみたいね。,,,R,smile,talk,,18,
32,era,うん。なんだか...ヴェルは不思議。どこか寂しそうなんだけど、,,,L,normal,talk,,31,
33,era,すごく強くて、優しくて、うーん...。でも私は好きでー...。,,,L,normal,talk,,31,
34,eleth,そう。,,,R,smile,talk,,3,
35,era,うん！私ね、ヴェルのこと好き。,,,L,smile,talk,,15,
36,eleth,それはよかったですね。さ、あなたは朝の水浴びでもしてきたらいかがですか？,,,R,normal,talk,,36,
37,era,えー、水冷たいからきらーい。,,,L,angry,talk,,14,
38,eleth,そんなこといわずに。水浴びしないと目が覚めないでしょ。さ、ほらほら。目を覚ましてきなさい。,,,R,normal,talk,,45,
39,era,うー...。,,,L,cry,talk,,6,
40,eleth,ほらほら。はい、良い子ね。じゃあ、ここ閉めますよ。,,,R,normal,talk,,25,
41,,ーーちょうど買い物からヴェルが戻ってくる。,,,,,,,21,
42,volcus,今戻った。,,,R,smile,talk,,5,
43,eleth,あら、ご苦労様でした。,,,L,normal,talk,,11,
44,volcus,この程度のこと。所望の食材だ。(エリスに渡す),,,R,smile,talk,,23,
45,eleth,ありがとうございます。老婆ゆえ、買い物に行くのも最近は大変になってきましたので、助かります。,,,L,normal,talk,,46,
46,volcus,・・・イーラは起きたのだな。,,,R,smile,talk,,14,
47,eleth,今水浴びをしております。ヴェル様はそちらにかけてくつろいでください。今ご飯の支度をしますね。,,,L,normal,talk,,46,
48,volcus,ふむ。今入ったばかりか？,,,R,smile,talk,,12,
49,eleth,そうですね。,,,L,normal,talk,,6,
50,volcus,そなたは眠くはないのか。,,,R,smile,talk,,12,
51,eleth,慣れてますから。,,,L,normal,talk,,8,
52,volcus,そうか...達者だな。...ふむ。では、私は少し外の掃除をしてこよう。,,,R,smile,talk,,35,
53,eleth,あら、どうされましたか。,,,L,normal,talk,,12,
54,volcus,気にするな。昨日、規律違反だとイーラに叱られたものでな。,,,R,smile,talk,,28,
55,eleth,・・・そうですか。わかりました。,,,L,normal,talk,,16,
56,volcus,では、少ししたら戻る。,,,R,smile,talk,,11,
57,,ーーヴェルが出るとほぼ同時にイーラが水浴びから帰ってくる。,,,,,,,29,
