,,,,,,,,,,
ただ君だけを、守りたいと願う　5章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
1,,ーーオレンドとロクシーが城の外の遺跡で発掘を行なっている。,,,,,none,BGM開始(Rock&#039in_Days)/背景切り替え,29,039_Remains
3,orend,はっはっはー！なーんも出ないじゃねぇか。,,,R,normal,talk,,20,
4,loxy,きっと奥深くに眠っているのよ！こんな古い遺跡だもの！すごいお宝が眠っているに決まっているわよ！,,,L,angry,talk,,47,
5,orend,そうか？ロクシーの勘は全然あたんねーからなぁ！はっはっは！,,,R,normal,talk,,29,
6,loxy,うるさいわね...。さ、ちょっと一気に、掘るわよー！オレンド、掘削機(ドリル)になって。,,,L,angry,talk,,44,
7,orend,へいよー。(ゴソゴソと服のうちから掘削機の傀儡を取り出して)・・・ほいっと！はっはっはー！準備万端だぜー！,,,R,unique,talk,,53,
8,loxy,あんたってほんとに便利よね。,,,L,normal,talk,,14,
9,orend,だろ！だーろ！グッドだろー！しゃー！掘るぜ掘るぜー！,,,R,normal,talk,,26,
10,loxy,よーし！いくわよー！えーい！,,,L,normal,talk,,14,
11,orend,どりゃどりゃどりゃどりゃどりゃああ！りゃりゃりゃりゃー！,,,R,normal,talk,ドリルSE,28,
12,loxy,あ！ちょ、ちょっと待って！ちょっと待ってオレンド！,,,L,normal,talk,BGM フェードアウト,25,
13,orend,何か面白いものでもあったか？どりゃりゃりゃー！！はっはっはー！,,,R,normal,talk,,31,
14,loxy,違うの！とま...とま...ひっ！,,,L,normal,talk,,17,
15,orend,ん？ありゃ...？なんか土がなくなったな。,,,R,normal,talk,,21,
16,loxy,そ...そうよ...し..下....,,,L,normal,talk,,18,
17,orend,ありゃー大穴だな。やっちまったな。はっはっはー！,,,R,normal,talk,,24,
,orend,うぉお！あぁっ、うわっ、ぁああああっはっはっはー！,,,R,normal,talk,落ちるSE,25,
18,loxy,い、い、いいいいいいやああああああああ！落ちる落ちる落ちるうううううううううううう！,,,L,confuse,talk,,42,
20,,ーー落ち切ったところにヴォルカスが助けに来て、ロクシーを抱えている。オレンドはドリルのまま転がっている。,,,,,none,場面切り替え/背景切り替え/BGM開始(Rock&#039in_Days),52,040_ruins_hole
21,,ーー天井の穴から差し込む光で薄ぼんやりお互いが見える。,,,,,,,27,
23,loxy,うーん...？あ、あれ？,,,L,normal,talk,,12,
24,volcus,ふむ。大丈夫か。,,,R,smile,talk,,8,
25,loxy,い、痛くない？,,,L,normal,talk,,7,
26,orend,いちちち...止まった止まった。ふぅー。よっと！(人に戻って)およよ！ヴォルカス様ー！,,,R,unique,talk,,43,
27,volcus,オレンドよ。不注意だ。,,,R,smile,talk,,11,
28,orend,お...あっはっはー...すまねぇ。ソーリーソーリー。,,,R,normal,talk,,27,
29,loxy,へ....？あ、ヴォ、ヴォルカス！助けてくれたのー！ありがとー！,,,L,normal,talk,,32,
30,volcus,ロクシーよ、怪我はないか。,,,R,smile,talk,,13,
31,loxy,あ、だ、だだだ、大丈夫！！,,,L,normal,talk,,13,
32,volcus,ふむ。それはよかった。降ろすぞ。,,,R,smile,talk,,16,
33,loxy,あ、ありがと。ね、ねぇ聞いて！オレンドったら！止まってって！言っても止まってくれなくてね！,,,L,shyness,talk,照れ顔,45,
34,volcus,ロクシーよ、不注意だ。,,,R,smile,talk,,11,
35,loxy,う...ご、ごめんなさい。,,,L,shyness,talk,※照れ顔があったのでそれがあれば,13,
36,orend,はっはっはー！ロクシー、無事でよかったなぁー！,,,R,normal,talk,,23,
37,loxy,う、うっさいわねー！,,,L,normal,talk,,10,
38,volcus,ふむ。では、私は帰るとする。,,,R,smile,talk,,14,
39,loxy,ん...？帰る？どうやって？,,,L,normal,talk,,14,
40,volcus,ふむ。(手をかざして魔の門を開く),,,R,smile,talk,,17,
41,loxy,ちょちょちょ、ちょ！ちょっと、それ何！？,,,L,confuse,talk,,20,
42,volcus,これは城へ戻るための魔孔道（まこうどう）だ。では、私は帰るのでな。,,,R,smile,talk,,33,
43,loxy,へぇー...って、ちょ！ちょっと！ちょっとおおおお！ねええええええ！！あーー！こんなところに置いてかないでー...。,,,L,confuse,talk,,58,
44,orend,あっはっは！！取り残されちまったなぁー！バッドバッドー！,,,R,normal,talk,,28,
45,loxy,はぁ！なんでこんな穴の中に置いてくのよ！信じらんない！,,,L,angry,talk,,27,
46,orend,はっはっはー！まぁまぁ、いいじゃねぇか。んで、ここはどこだー？？,,,R,normal,talk,,32,
47,loxy,んー？奥が暗くて全然見えないなぁ...。なんの音だろ...これ...水の音...？,,,L,normal,talk,,41,
48,orend,ほぉー！ロクシーは耳がいいんだなー！,,,R,normal,talk,,18,
49,loxy,あんたの耳が...まぁいいわ。さて...オレンド、光に反応しそうな魔物は周囲にいるかしら？,,,L,normal,talk,,45,
50,orend,ん？あー、ちょっと待ってなー！んー...んー..ん”ん”ん”ー...大丈夫だ！いねぇ！,,,R,normal,talk,,43,
51,loxy,ちょ、ちょっと不安だけど...まいっか。じゃぁ電気つけるわね...。はい。,,,L,normal,talk,,37,
52,orend,おぉー、ほんとに明かるくなるんだなぁー！人族の道具ってのはすげーなぁ！,,,R,normal,talk,,35,
53,loxy,はいはい。で、ここは...わ、わーー！ねぇ！オレンドみて！地底湖よ！ここ！すっごい広い地底湖！！,,,L,smile,talk,,48,
54,orend,おぉー！すんげーなぁー！こりゃーーーーーおおーすんげーー！,,,R,normal,talk,背景切り替え/BGM切り替え(朝日の昇る風景),29,031_underground_lake
55,loxy,初めてみた...わー...魔大陸って色んなところがあるのねー...。,,,L,normal,talk,,34,
56,orend,はっはっはー！俺も初めてみたぜー！おもしれーなー！,,,R,normal,talk,,25,
57,loxy,記念に映写機で写真でも撮っておこうかしら。(ごそごそとバックを探る),,,L,normal,talk,,34,
58,orend,はっはっはー！そりゃいーや！...で...なぁ、ロクシー！,,,R,normal,talk,,29,
59,loxy,ん？ちょっと待って...。よし、撮れた！で何？,,,L,normal,talk,,23,
60,orend,俺たちよ、どうやって帰るんだ？,,,R,normal,talk,,15,
61,loxy,あらー...随分と出口が遠いわねー...。あ...あははは...。,,,L,normal,talk,,33,
63,,ーー城の執務室、帰ってきたロクシーがサラに遺物を鑑定してみてもらっている,,,,,none,場面切り替え/背景切り替え/BGM切り替え(しっぽフリフリ),36,017_office_sara
