,,,,,,,,,,
ただ君だけを、守りたいと願う　2章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
1,silhouette_man,どういうことだ...お、おいおいおいおい...!ま、街が...街が！！！,,,R,unique,talk,,36,
2,silhouette_man,お前たち！外にいる者を全て、屋内に待避させろ！急げ！,,,R,unique,talk,,,
3,volcus,待て！この街の守人よ。,,,L,normal,talk,※口角下がり顔,11,
4,silhouette_man,な、なんだよ！,,,R,unique,talk,,7,
5,volcus,私が預かろう。（飛び上がる）,,,L,normal,talk,※口角下がり顔　飛び上がるSE,14,
6,silhouette_man,お！おい！人一人に勝てる相手じゃね...えぇぇえ！？,,,R,unique,talk,,26,
7,,ーーそしてヴェルは空へとび、龍の首へ手をかけた,,,,,,,23,
8,volcus,すまない。そなたもこの姿になりたくてなったわけではなかろうに。,,,L,smile,talk,,31,
9,volcus,今戻してやる。そなたの主人は私が預かろう。安心すると良い。,,,L,smile,talk,,,
10,,ーーみるみるうちに龍は小さくなり、元の鳥に戻って飛んでいく。,,,,,,,30,
11,,ーー唖然する兵士たち。エリスは確信したような、イーラは目をキラキラさせていた。,,,,,,,39,
12,silhouette_man,龍が...,,,R,unique,talk,,5,
13,eleth,小さくなっていきますね...,,,L,confuse,talk,,14,
14,era,ヴェルすごーい！,,,L,smile,talk,,8,
15,silhouette_man,お...おい、どうなってんだこりゃ...,,,R,unique,talk,,20,
17,,ーーしばらくして降りてきて、こちらへ歩いてくるヴェル。,,,,,none,背景切り替え,27,012_treatment_plase
18,era,ヴェル！,,,L,cry,talk,,4,
19,volcus,すまぬ。心配をかけたな。,,,L,smile,talk,,12,
20,era,ううん！かっこよかった！,,,L,smile,talk,,12,
21,volcus,カッコ良かった...か。して、守り人よ。,,,L,smile,talk,,20,
22,silhouette_man,はいい！,,,R,unique,talk,,4,
23,volcus,・・・かしこまらなくてよい。奴隷を探しているんだったな？,,,L,smile,talk,,28,
24,silhouette_man,そ、そうですが...！,,,R,unique,talk,,11,
25,volcus,奴隷は返せぬが、これで其方の主人を納得させることはできるか？,,,L,smile,talk,,30,
26,silhouette_man,龍...うろこ...！？,,,R,unique,talk,,12,
27,volcus,そうだ。１枚だけ拝借した。ふん。(うろこを投げ渡す),,,L,smile,talk,,26,
28,silhouette_man,うおっとっと。ほ、本物だ...,,,R,unique,talk,,15,
29,volcus,いくらかは知らぬが。高価だと聞く。受け取るとよい。,,,L,smile,talk,,25,
30,silhouette_man,あ...ありがとうございます！,,,R,unique,talk,,15,
31,volcus,それと、恋人が待っておる。急ぐことだ。,,,L,smile,talk,,19,
32,silhouette_man,は、はいー！ありがとうございました！,,,R,unique,talk,,18,
33,volcus,うむ。・・・さて。イーラよ、そろそろ降りてはくれぬか。,,,L,smile,talk,BGM切り替え(あたたかな灯火の傍で),27,
34,era,ヴェルってすごいのね！今の何ー！なんで！？龍はなんだったの？龍がちっちゃくなったのは何なの？,,,R,normal,talk,,46,
35,eleth,これこれ、イーラや。ヴェル様が困っているさね...。ヴェル様...。,,,R,smile,talk,,34,
36,volcus,・・・ふむ...ご苦労であった。,,,L,smile,talk,,16,
37,eleth,・・・えぇ。全く。とりあえず、家に入りましょうか。ヴェル様もどうぞ。,,,R,normal,talk,,34,
38,volcus,うむ。,,,L,smile,talk,,3,
39,era,わー！今日も泊まっていくのー？,,,R,normal,talk,,15,
40,volcus,・・・うむ。,,,L,smile,talk,,6,
42,,,,,,,none,場面の切り替え/背景切り替え,0,01_night_room
43,,その日はイーラに延々と問い詰められた。その度にエリスが止めてくれたが...,,,,,talk,,37,
44,,ロクシーもこんな感じだったのだろうか...散々はしゃぎ疲れたイーラが寝た後、くつろいでいる私にエリスが声をかけてきた。,,,,,talk,,59,
45,volcus,ふむ。,,,L,smile,talk,,3,
46,eleth,あの子はもともと探検が大好きでした。もう12歳になる頃には、家にいることがほとんどありませんでした。,,,R,normal,talk,,50,
47,eleth,たまに帰ってきては、古代文明の何かを持ってきて、自分の部屋に溜め込んでいましたかね。,,,R,normal,talk,,42,
48,volcus,彼女らしいな。,,,L,smile,talk,,7,
49,eleth,20歳をすぎたくらいの頃だと思います。今度は魔大陸にいくと言い出しましてねえ。,,,R,normal,talk,,39,
50,eleth,私はさすがに死ぬかもしれないと、その時は止めましたよ。まだ、戦の最中でしたから。,,,R,normal,talk,,,
51,volcus,私でも止めるだろう。,,,L,smile,talk,,10,
52,eleth,ふふふ。私は大げんかしまして、ロクシーはカバンだけ持って家を飛び出してしまいました。,,,R,normal,talk,,42,
53,eleth,それから5年ほどたった頃でしたかね。ふと家に帰ってきて、今度は魔王と結婚すると。もう何が何だかわかりませんでした。,,,R,normal,talk,,57,
54,volcus,素晴らしい女性だ。,,,L,smile,talk,,9,
55,eleth,・・・私もそう思います。イーラも誰に似たのやら。,,,R,normal,talk,,24,
56,volcus,うむ。,,,L,smile,talk,,3,
57,eleth,そして、そこからしばらくしてかしら。終戦の直前。見知らぬ男性が訪れましてねえ。,,,R,normal,talk,,39,
58,eleth,赤子だったイーラと一通の手紙を持ってうちを訪れましてね。その時はすごいことを知らされて...ただ混乱してましたねえ。,,,R,normal,talk,,,
60,,ーーオレンドがエリスの家のドアをノックする,,,,,none,場面の切り替え/背景切り替え/BGM切り替え(嵐の海),21,012_treatment_plase
61,eleth,はいはい、こんな夜更けにどなた様ですかー。,,,R,normal,talk,,21,
62,orend,突然すみません。,,,L,cry,talk,,8,
63,eleth,い、いえいえ。どういったご用件でしょう？,,,R,normal,talk,,20,
64,orend,俺には時間がない。乱暴ですみませんが、これから言うことを信じてください。,,,L,cry,talk,,36,
65,eleth,は、はい。,,,R,confuse,talk,,5,
66,orend,あなたの娘さんは俺が殺しました。それと、この娘はあなたの孫です。,,,L,cry,talk,,32,
67,orend,本当は二人とも守りたかったのですが...。本当に...不甲斐ねえです...,,,L,cry,talk,,,
68,eleth,い、いえ。は、はあ。あなたは...？,,,R,confuse,talk,,18,
69,orend,聞かないでください。それと、これ。あなたの娘さんが書いた手紙です。受け取ってください。,,,L,cry,talk,,43,
70,eleth,は、はぁ。,,,R,confuse,talk,,5,
71,orend,それと。これは勘なんですが、きっとヴォルカスという男がその子を迎えにきます。,,,L,normal,talk,,38,
72,orend,その時はどうか...ふっ...よくしてやってください。,,,L,normal,talk,,,
73,eleth,と言うだけ言って、押し付けるように渡されまして、そのまま挨拶もなしに去っていかれました。,,,R,normal,talk,,44,
74,,,,,,,none,場面の切り替え/背景切り替え/BGM切り替え(あたたかな灯火の傍で),0,01_night_room
75,volcus,ふむ。家臣が迷惑をかけた。,,,L,smile,talk,,13,
76,eleth,いえいえ。傷があるようには見えませんでしたが、ものすごく体調が悪そうでした。,,,R,normal,talk,,38,
77,eleth,その方もきっと大急ぎで駆けつけられたんだと思っております。,,,R,normal,talk,,,
78,volcus,ふむ。確かに、そう言う男だ。,,,L,smile,talk,,14,
79,eleth,そうでしょうね。ヴェル様はきっとご存知の方なんでしょう。と、私の思い出ばかりだと退屈ですかね。,,,R,normal,talk,,47,
80,eleth,そうさね、２階の右手に元々ロクシーが使っていた部屋があります。,,,R,normal,talk,,31,
81,eleth,あれから１度も開けていませんので、埃が溜まっているかもしれませんが...ぜひ見ていってあげてください。,,,R,normal,talk,,51,
82,volcus,・・・そうか。うむ...。,,,L,smile,talk,,13,
83,eleth,・・・,,,R,normal,talk,,3,
84,volcus,・・・,,,L,smile,talk,,3,
85,eleth,・・・,,,R,normal,talk,,3,
86,volcus,・・・感謝する。では、拝見させていただく。,,,L,smile,talk,,21,
87,eleth,ふふふ。娘は愛されていたのですね。,,,R,normal,talk,,17,
88,volcus,・・・そうだ。,,,L,smile,talk,,7,
