,,,,,,,,,,
ただ君だけを、守りたいと願う　6章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
2,,ーー魔王の部屋でヴェルとロクシー,,,,,none,場面切り替え/BGM切り替え((Drifting_into_Dreamland)/背景切り替え(ヴェルの部屋),16,
4,volcus,ロクシーよ...。,,,L,smile,talk,,9,
5,loxy,うん...。,,,R,normal,talk,,6,
6,volcus,ロクシーよ、今戻った。,,,L,smile,talk,,11,
7,loxy,ん...。ヴォルカス...？ふぁあああ...ずいぶん遅くまで会議してたのね...ヴォルカス。,,,R,normal,talk,,46,
8,volcus,すまぬ。もう明け方であるか。,,,L,smile,talk,,14,
9,loxy,ふぇ...そうね、ふふふ。,,,R,normal,talk,,13,
10,volcus,・・・よく戻った。ロクシー。,,,L,smile,talk,,14,
11,loxy,ヴォルカスただいま。,,,R,normal,talk,,10,
12,volcus,ふむ。,,,L,smile,talk,,3,
13,loxy,えへへ...ね、見て、これ。,,,R,normal,talk,,14,
14,volcus,・・・ほう。そなたと私の子か。,,,L,smile,talk,,15,
15,loxy,そう！...ママには内緒にしてきちゃったけど...てへへ。,,,R,normal,talk,,29,
16,volcus,っふ。そうか。,,,L,smile,talk,,7,
17,loxy,ふふふ。嬉しい。,,,R,smile,talk,,8,
18,volcus,そうか。見ても良いか？,,,L,smile,talk,,11,
19,loxy,うふふ。いいわよ。,,,R,normal,talk,,9,
20,volcus,では...ほう（お腹を触る）！？...ふむ。,,,L,normal,talk,※口角下がり顔,22,
21,loxy,・・・？どうしたの？急に険しい顔して。,,,R,normal,talk,,19,
22,volcus,ふむ。気にするな。幼き命だが、魔王の魔素をしっかり持っているのだなと,,,L,smile,talk,,34,
23,loxy,うん。そう、あなたの子だから。ふふふ。,,,R,smile,talk,,19,
24,volcus,そうか。,,,L,smile,talk,,4,
25,loxy,ね、男の子かな？女の子かな？,,,R,normal,talk,,14,
26,volcus,ふむ。女子(おなご)である。,,,L,smile,talk,,14,
27,loxy,へぇー...ヴォルカスって何でもわかるんだね。,,,R,normal,talk,,23,
28,volcus,ふむ。,,,L,smile,talk,,3,
29,loxy,そっかー、女の子かー...ふふふ...,,,R,smile,talk,,19,
30,volcus,・・・,,,L,smile,talk,,3,
31,loxy,・・・さて、今日はどうしよっか...。なんか、結婚式って言っても、二人だけだし。何していいかわからないね。,,,R,normal,talk,,53,
32,volcus,ふむ。,,,L,smile,talk,,3,
33,loxy,もう寝ちゃったから、髪の毛もぐちゃぐちゃ。服はちょっと整えたんだけど...。,,,R,normal,talk,,38,
34,volcus,かまわん。,,,L,smile,talk,,5,
35,loxy,うふふ、ありがと。,,,R,smile,talk,,9,
36,volcus,・・・,,,L,smile,talk,,3,
37,loxy,・・・,,,R,normal,talk,,3,
38,volcus,ふむ...ロクシーよ。,,,L,smile,talk,,11,
39,loxy,なに？ヴォルカス。,,,R,normal,talk,,9,
40,volcus,・・・そなたの一生で一度しか目にすることができぬ。,,,L,smile,talk,,25,
41,loxy,・・・うん？,,,R,normal,talk,,6,
42,volcus,よく見ておくとよい。,,,L,smile,talk,,10,
43,loxy,・・・ふふふ。うん。,,,R,normal,talk,,10,
44,volcus,（咳払いをして）我が生涯の友愛を其方に捧ぐことを誓う。この心身が貴女と共に、永遠にあることを愛の女神イルミアに契ろう。,,,L,smile,talk,,59,
44,volcus,願わくば、我が求愛を受け入れてはくれぬか。最愛なる君よ。私はそなたを愛しておる。,,,L,smile,talk,,40,
45,loxy,ふふふ、はい、ヴォルカス様、お願いします。,,,R,smile,talk,,21,
46,volcus,ふむ。騎士の身で姫の寵愛を賜(たまわ)ること、この身に余る幸福である。,,,L,smile,talk,,35,
46,volcus,では、姫よ。その御身を失礼させていただこう。（キスをする）,,,L,smile,talk,,29,
47,loxy,（キスをされる）ん...あ...ん...。,,,R,shyness,talk,※照れ顔？,21,
48,volcus,ロクシーよ、愛しておる。,,,L,smile,talk,,12,
49,loxy,・・・ふふふ、久しぶりだからかな。恥ずかしいね。,,,R,smile,talk,,24,
50,volcus,ふむ。,,,L,smile,talk,,3,
51,loxy,・・・ヴェル？,,,R,normal,talk,,7,
52,volcus,・・・どうした。,,,L,cry,talk,,8,
53,loxy,・・・泣いてるの？,,,R,normal,talk,,9,
54,volcus,ふむ。・・・嬉しくてな。,,,L,cry,talk,,12,
55,loxy,ふふふ、私も。,,,R,smile,talk,,7,
56,volcus,ロクシーよ、私は、永遠にそなたと共にあると誓おう。,,,L,smile,talk,,25,
57,loxy,うふふ。どうしたの、大袈裟なんだから。,,,R,smile,talk,,19,
58,volcus,ふむ。,,,L,smile,talk,,3,
59,loxy,・・・ね、ヴォルカス。,,,R,smile,talk,,11,
60,volcus,どうしたロクシーよ。,,,L,smile,talk,,10,
61,loxy,・・・綺麗ね。,,,R,smile,talk,,7,
62,volcus,ふむ。,,,L,smile,talk,,3,
63,loxy,・・・私ね、ここから見る朝日が大好きなの。,,,R,smile,talk,,21,
64,volcus,・・・そうか。,,,L,smile,talk,,7,
65,loxy,今日はお月様も一緒なのね。なんだか私とヴォルカスみたいだね。ふふふ。,,,R,smile,talk,,34,
66,volcus,・・・あれは有明の空に昇る、暁月(ぎょうげつ)という。,,,L,smile,talk,,27,
