,,,,,,,,,,
ただ君だけを、守りたいと願う　4章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
2,,ーー時は流れて、サラが到着する。オレンドはぼこぼこにされ、ヴォルカスがそれを眺めている。,,,,,talk,BGM切り替え(ある春の日に…(One_spring_day...)),44,
3,sara,何かと思って、布を持ってきてみれば。ヴォルカス様、なんですかそれは。,,,R,confuse,talk,,34,
4,volcus,ふむ。,,,R,smile,talk,,3,
5,orend,ぜぇーはぁーぜぇーはぁー,,,L,angry,talk,,12,
6,sara,早く泥を落としてください。どうぞ。,,,R,confuse,talk,,17,
7,volcus,ふむ。もう１つ布はあるか。,,,R,smile,talk,,13,
8,sara,用意してます。どうせこんなことだろうと思いました。,,,R,normal,talk,,25,
9,volcus,ふむ。サラよ。あとは頼む。オレンドにすまぬ、と伝えておいてくれ。,,,R,smile,talk,,32,
10,sara,へ？へ？・・・はぁ...大丈夫ですか？,,,R,confuse,talk,,19,
11,orend,・・・なんだよ...なんなんだよ...,,,L,angry,talk,,19,
12,sara,どうされたんですか。,,,R,confuse,talk,,10,
13,orend,俺は...未熟すぎたのかなぁ...なぁ...,,,L,confuse,talk,,22,
14,sara,そうですね。今のあなたでは、族は愚か、数名の傀儡師ですら守ることはできないでしょう。,,,R,confuse,talk,,42,
15,orend,・・・くそ...強くなりてえ...強くなりてえよ...,,,L,cry,talk,,27,
16,sara,無理ですね。,,,R,confuse,talk,,6,
17,orend,・・・この女...うぜぇ...,,,L,angry,talk,,15,
18,sara,結構です。皆が苦心している中で逃げ出すとはどういうことか...,,,R,angry,talk,,31,
,sara,あなたにはわからないのですか。私は逃げ出すことが悪とは思いません。,,,R,angry,talk,,,
18,sara,時にそれをするべきと思います。ですが、今回のあなたは中途半端でした。愚かです。,,,R,angry,talk,,57,
19,orend,・・・わかってるよ。わかってる...,,,L,cry,talk,,18,
20,sara,・・・あと私の力で約半数の傀儡師は保護しました。しかし、残りは死にました。力及ばずで、すみませんでした。,,,R,confuse,talk,,52,
21,orend,・・・俺が、俺が守らないといけない分が死んだんだ...俺はよ...,,,L,cry,talk,,33,
22,sara,では、要件は伝えましたので。,,,R,normal,talk,,14,
23,orend,・・・俺さ...,,,L,cry,talk,,8,
24,sara,まだ何か用ですか。,,,R,confuse,talk,,9,
