,,,,,,,,,,
ただ君だけを、守りたいと願う　6章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
2,,ーー演劇の最中、オレンドが抜け出す。,,,,,none,場面切り替え/背景切り替え/BGM切り替え(自然の中でゆったりと),18,024_rest_rooms
4,shandy,ちょ、ちょっと！座長！！ね、ねぇヴェルさん！座長知らない？,,,R,confuse,talk,,29,
5,volcus,ふむ。おらんのか？,,,L,smile,talk,,9,
6,shandy,そうなのよ！もうすぐ出番だっていうのに！もー！どこに行ったのよ。,,,R,angry,talk,,32,
7,volcus,ふむ...。,,,L,smile,talk,,6,
8,shandy,あーもう！どうすんのよー！！,,,R,angry,talk,,14,
9,volcus,シャンディよ。,,,L,smile,talk,,7,
10,shandy,な、何？,,,R,confuse,talk,,4,
12,,ーー２階のバルコニーでイーラとオレンド。,,,,,none,場面切り替え/背景切り替え/BGM切り替え(冬の朝焼け),20,036_balcony
13,orend,おー、こんなバルコニーがあったかーグッドな眺めだぜー。,,,R,normal,talk,,27,
14,era,あ、オレンド。,,,L,normal,talk,,7,
15,orend,今日で、俺たちの公演も終わりだなー！,,,R,normal,talk,,18,
16,era,そうだね。,,,L,normal,talk,,5,
17,orend,イーラはどうしてこんなところにいるんだい？,,,R,normal,talk,,21,
18,era,なんか、ちょっと夕日が見たくなったの。,,,L,normal,talk,,19,
19,orend,そうか。,,,R,normal,talk,,4,
20,era,今日で終わりなんだなぁって思うと、ちょっと寂しいの。,,,L,normal,talk,,26,
21,orend,そうかー。,,,R,normal,talk,,5,
22,era,オレンドは寂しくないの？,,,L,normal,talk,,12,
23,orend,んー？寂しいさぁ！でもな、みんなでやってきた時間が終わっちまうって考えるんじゃなくてよ。,,,R,normal,talk,,44,
24,era,ん？,,,L,normal,talk,,2,
25,orend,こんなに楽しい時間を過ごせて幸せだなぁー！って思うようにしてんのさ！はっはっはー！,,,R,normal,talk,,41,
26,era,・・・そっか。そうだよね。,,,L,normal,talk,,13,
27,orend,でな、イーラ。俺、ずっとイーラに言いたかったことがあるんだけどよ。,,,R,normal,talk,,33,
28,era,何？オレンド。,,,L,normal,talk,※疑問顔,7,
29,orend,・・・ごめんな。イーラの母ちゃん、俺が殺しちまった。,,,R,normal,talk,※真顔とかあれば,26,
30,era,・・・。いいよ。,,,L,normal,talk,,8,
31,orend,・・・。,,,R,normal,talk,※真顔とかあれば,4,
32,era,私、オレンドのことも大好きだから。,,,L,smile,talk,,17,
33,orend,は...ははは、はは、あっはっはっはっはっは！...ぐす...ありがとな。イーラ！おいおいおい！（頭わしゃわしゃ）,,,R,smile,talk,,57,
34,era,（頭わしゃわしゃされて）わっわっ！,,,L,confuse,talk,,17,
35,orend,よっしゃー！ラスト！決めてくるかねー！はっはっはー！,,,R,normal,talk,,26,
36,era,むー。,,,L,angry,talk,,3,
37,orend,イーラ、サンキューな。,,,R,normal,talk,,11,
39,,ーー魔王の自室ロクシーとオレンドがいる。,,,,,none,場面切り替え/背景切り替え(ヴェルの部屋)/BGM切り替え(愛僧),20,028_Inside_Castle
41,loxy,ゲホッゲホッゲホッ...,,,L,normal,talk,※苦しそうなイラストがあれば,12,
42,orend,ロクシー...大丈夫か。ロクシー！なんとかして、少しでもよくしてやるからよ...。,,,R,confuse,talk,,41,
43,loxy,ぜぇ...あ、ありがとうオレンド。,,,L,normal,talk,※苦しそうなイラストがあれば,17,
44,orend,い、いや、いいんだ...,,,R,normal,talk,,12,
45,loxy,大丈夫、むせただけだから。痛くも、なんともない。,,,L,normal,talk,※苦しそうなイラストがあれば,24,
46,orend,そうか。でもよ...,,,R,normal,talk,,10,
47,loxy,ね、オレンド...お願いしてもいい？,,,L,normal,talk,※苦しそうなイラストがあれば,18,
48,orend,お、おう、なんでも言ってくれよ！,,,R,normal,talk,,16,
49,loxy,手紙を書きたいの。ママに、バッグから紙とペンを取ってくれるかしら？,,,L,normal,talk,※苦しそうなイラストがあれば,33,
50,orend,お、おうよ。（ゴソゴソ）ん？どれだ？...,,,R,normal,talk,,21,
51,loxy,多分、外側のポケットに入っているわ。,,,L,normal,talk,※苦しそうなイラストがあれば,18,
52,orend,これか、ほ、ほいよ。ロクシー。,,,R,normal,talk,,15,
53,loxy,ありがとう。う...あはは、段々体が動かなくなってきた。,,,L,normal,talk,※苦しそうなイラストがあれば,28,
54,orend,じゃあ、俺が代わりに書くか？,,,R,normal,talk,,14,
55,loxy,え？オレンドって人の文字がわかるの？,,,L,normal,talk,※苦しそうなイラストがあれば,18,
56,orend,い、いや、わかんねぇ...。,,,R,normal,talk,,14,
57,loxy,あはは、じゃあだめじゃん。,,,L,smile,talk,※苦しそうなイラストがあれば,13,
59,,ーー壁を伝いながらサラが魔王の城に入ってくる,,,,,none,,22,
60,sara,あら、オレンド。やっぱりこちらにいたのね。,,,R,cry,talk,,21,
61,loxy,サラさん。,,,L,normal,talk,※苦しそうなイラストがあれば,5,
62,orend,なんだ、なんだよ、今更。,,,L,confuse,talk,,12,
63,sara,何って、ロクシーに会いにきたのよ。,,,R,cry,talk,,17,
64,orend,・・・なんでお前が会いにくんだよ！！！！,,,L,confuse,talk,,20,
65,sara,いいじゃない。声を荒げないでもらえるかしら。,,,R,cry,talk,,22,
66,loxy,サラさん...。,,,L,normal,talk,※苦しそうなイラストがあれば,8,
67,sara,・・・オレンドから全部聞いたのね？,,,R,cry,talk,,17,
68,loxy,はい。,,,L,normal,talk,※苦しそうなイラストがあれば,3,
69,sara,・・・そう。,,,R,cry,talk,,6,
70,loxy,・・・サラさんも、なんですか？その顔色...。,,,L,normal,talk,※苦しそうなイラストがあれば,23,
