,,,,,,,,,,
ただ君だけを、守りたいと願う　4章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
2,,ーー今の時間に戻り、移動車の中、寝込むオレンドと心配するイーラ、シャンディ、ヴェル,,,,,none,場面切り替え/背景切り替えBGM切り替え(自然の中でゆったりと),41,024_rest_rooms
4,shandy,オレンド...。,,,L,confuse,talk,,8,
5,era,ただいまー！,,,R,normal,talk,,6,
6,volcus,今もどった。,,,L,smile,talk,,6,
7,shandy,おかえりなさーい。,,,L,normal,talk,,9,
8,era,・・・オレンド起きた？？,,,R,normal,talk,,12,
9,shandy,まだ...,,,L,cry,talk,,5,
10,era,そっか...。,,,R,normal,talk,,7,
11,volcus,ふむ...。大丈夫だろう。,,,L,smile,talk,,13,
12,shandy,そうなんですか？オレンドは大丈夫なんですか？,,,L,confuse,talk,,22,
13,volcus,大丈夫だ。穏やかに記憶がオレンドに戻っていくのを感じておる。,,,L,smile,talk,,30,
14,shandy,そう...ですか。,,,L,confuse,talk,,9,
15,era,・・・なら！大丈夫だね！,,,R,normal,talk,,12,
16,shandy,イーラちゃん...？,,,L,confuse,talk,,10,
17,era,ヴェルが大丈夫って言って、大丈夫じゃなかったことはないんだから！オレンドは、きっと大丈夫！,,,R,smile,talk,,45,
18,shandy,・・・ふふふ、ありがと。イーラちゃん。,,,L,smile,talk,,19,
19,orend,・・・うぅ...。,,,R,normal,talk,※目から覚めた感じのイラストがあれば,9,
21,,ーー場面は過去に変わり、魔王城でサラとヴェルが会話する。,,,,,none,場面切り替え/背景切り替え/BGM切り替え(空が泣いている),28,028_Inside_Castle
23,volcus,ふむ。サラよ。,,,L,smile,talk,,7,
24,sara,どうされましたか。,,,R,normal,talk,,9,
25,volcus,傀儡師のことはどうなっておる。,,,L,smile,talk,,15,
26,sara,死人（しびと）を使っていますが保護は難航しております...。,,,R,normal,talk,,30,
26,sara,近頃、戦争を離脱した傀儡師をよく思わない魔物たちが、傀儡師をひどく扱っています。,,,R,normal,talk,,,
27,volcus,ふむ。どのような話か。,,,L,smile,talk,,11,
28,sara,・・・傀儡師を人形に封じ、四肢を繰り返しもぎる。岩に取り憑かせ、動かなければ海深くへ放るなど。,,,R,normal,talk,,47,
29,volcus,ほう。して、オレンドという男はどうしておる。,,,L,smile,talk,,22,
30,sara,さぁ。魔王城の周囲にはいないみたいです。,,,R,normal,talk,,20,
31,volcus,・・・そうか。,,,L,smile,talk,,7,
32,sara,助けに行くのですか？,,,R,normal,talk,,10,
33,volcus,ふむ。助けはせぬ。,,,L,smile,talk,,9,
34,sara,・・・・そうですか。ヴォルカス様がそのようなお方なので皆、忠義を立てております。,,,R,normal,talk,,40,
35,volcus,そうか..サラよ。頼みがあるのだが。,,,L,smile,talk,,18,
36,sara,なんでしょうか。,,,R,normal,talk,,8,
37,volcus,泥を払う布を、追って届けてくれ。,,,L,smile,talk,,16,
38,sara,・・・わかりました。お気をつけて。,,,R,normal,talk,,17,
40,,ーーオレンドが大陸端の森で一人ぼんやりと嘆く。そこにヴェルが現れる。,,,,,none,場面切り替え/背景切り替え/BGM切り替え(Remorse),34,032_forest
42,orend,あぁ..あぁ...イトも死んだ、ベットラも死んだ、ジュゼットも死んだ...あぁ、おめぇら...。,,,L,cry,talk,,48,
43,orend,あぁ..あぁ...あぁ......俺は待ってるのに...誰もこねぇ。一人もこねぇ。,,,L,cry,talk,,41,
44,,ーーヴェルがそこに到着する。,,,,,,,14,
45,volcus,ここにおったか。,,,R,smile,talk,,8,
46,orend,カティア、ぺぺタノ...。,,,L,cry,talk,,13,
47,volcus,そなたはそこで何をしておる。,,,R,smile,talk,,14,
48,orend,・・・！？・・・おまえ...,,,L,cry,talk,,14,
49,volcus,ふむ。見事な柳（やなぎ）の森である。,,,R,smile,talk,,18,
50,orend,ははは...なんだよ。笑いに来たのか。なら、間抜けでおもしれーだろ。,,,L,confuse,talk,,34,
51,volcus,ほう。そう思うか。,,,R,smile,talk,,9,
52,orend,・・・はあー...もうどうでもいい。,,,L,confuse,talk,,18,
53,volcus,ここは、傀儡師の生まれ落ちる場所か。,,,R,smile,talk,,18,
54,orend,・・・そうさ。,,,L,confuse,talk,,7,
