秒数,布陣,キャラクター,レベル,敵名,リソース,,,,,
0.5,敵,Enemy_07,2
1,敵,Enemy_21,2
1.5,敵,Enemy_22,2
2,敵,Enemy_23,2
2.5,敵,Enemy_24,2
3,敵,Enemy_25,2
3.5,敵,Enemy_24,2
4,敵,Enemy_24,2
4.5,敵,Enemy_25,2
5,敵,Enemy_25,2
5.5,敵,Enemy_24,2
6,敵,Enemy_25,2
6.5,敵,Enemy_24,2
7,敵,Enemy_22,2
7.5,敵,Enemy_21,2
8,敵,Enemy_22,2
8.5,敵,Enemy_23,3
9,敵,Enemy_22,3
9.5,敵,Enemy_24,3
10,敵,Enemy_22,3
10.5,敵,Enemy_24
25,敵,Enemy_17,1
26,敵,Enemy_19,1
27,敵,Enemy_18,1
28,敵,Enemy_19,1
29,敵,Enemy_17,1
30,敵,Enemy_19,1
31,敵,Enemy_17,1
32,敵,Enemy_19,1
33,敵,Enemy_17,1
34,敵,Enemy_18,1
35,敵,Enemy_17,1
36,敵,Enemy_18,1
37,敵,Enemy_19,1
38,敵,Enemy_20,1
39,敵,Enemy_12,1
40,敵,Enemy_13,1
41,敵,Enemy_14,1
42,敵,Enemy_12,1
43,敵,Enemy_13,1
44,敵,Enemy_14,1
45,敵,Enemy_19,1
46,敵,Enemy_17,1
47,敵,Enemy_19,1
48,敵,Enemy_17,1
49,敵,Enemy_19,1
50,敵,Enemy_17,1
51,敵,Enemy_18,1
52,敵,Enemy_17,1
53,敵,Enemy_18,1
54,敵,Enemy_19,1
55,敵,Enemy_12,1
56,敵,Enemy_13,1
57,敵,Enemy_14,1
58,敵,Enemy_12,1
59,敵,Enemy_13,1
60,敵,Enemy_14,1
61,敵,Enemy_20,1
62,敵,Enemy_20,1
75,敵,Enemy_15,2
76,敵,Enemy_16,1
77,敵,Enemy_15,2
78,敵,Enemy_15,2
79,敵,Enemy_16,1
80,敵,Enemy_15,2
81,敵,Enemy_15,1
82,敵,Enemy_15,1
83,敵,Enemy_15,2
84,敵,Boss_06,1
91,敵,Enemy_16,2
98,敵,Enemy_16,1
105,敵,Enemy_16,2
112,敵,Enemy_16,1
119,敵,Enemy_16,2
126,敵,Enemy_16,2
