秒数,布陣,キャラクター,レベル,敵名,リソース,,,,,
1,敵,Enemy_25,2
2,味方,Npc_01,2
3,味方,Npc_03,2
5,敵,Enemy_25,2
6,味方,Npc_01,2
7,味方,Npc_03,2
15,敵,Enemy_25,2
16,味方,Npc_01,2
17,味方,Npc_03,2
30,敵,Boss_05,2
35,敵,Boss_02,2
45,敵,Enemy_08,2
46,敵,Enemy_07,2
47,敵,Enemy_25,2
50,敵,Enemy_08,2
51,敵,Enemy_07,2
52,敵,Enemy_25,2
55,敵,Enemy_08,2
56,敵,Enemy_07,2
57,敵,Enemy_25,2
60,敵,Enemy_08,2
61,敵,Enemy_07,2
62,敵,Enemy_25,2
65,敵,Enemy_08,2
66,敵,Enemy_07,2
67,敵,Enemy_25,2
70,敵,Enemy_08,2
71,敵,Enemy_07,2
72,敵,Enemy_25,2
75,敵,Enemy_08,2
76,敵,Enemy_07,2
77,敵,Enemy_25,2
80,敵,Enemy_08,2
81,敵,Enemy_07,2
82,敵,Enemy_25,2
85,敵,Enemy_08,2
86,敵,Enemy_07,2
87,敵,Enemy_25,2
90,敵,Enemy_08,2
91,敵,Enemy_07,2
92,敵,Enemy_25,2
