秒数,布陣,キャラクター,レベル,敵名,リソース,,,,,
1,味方,Npc_08,2
2,味方,Npc_09,2
3,味方,Npc_11,2
4,味方,Npc_13,2
5,味方,Npc_08,2
6,味方,Npc_09,2
7,味方,Npc_11,2
8,味方,Npc_13,2
9,敵,Enemy_27,1
10,敵,Enemy_28,1
11,敵,Enemy_26,1
12,敵,Enemy_30,1
13,敵,Enemy_31,1
14,味方,Npc_08,2
15,味方,Npc_09,2
16,味方,Npc_11,2
17,味方,Npc_13,2
18,味方,Npc_08,2
19,味方,Npc_09,2
20,味方,Npc_11,2
21,味方,Npc_13,2
22,敵,Enemy_27,1
23,敵,Enemy_28,1
24,敵,Enemy_29,1
25,敵,Enemy_30,1
26,敵,Enemy_31,1
27,敵,Enemy_27,1
28,敵,Enemy_26,1
29,敵,Enemy_29,1
30,敵,Enemy_30,1
31,敵,Enemy_31,1
32,敵,Enemy_27,1
33,敵,Enemy_28,1
34,敵,Enemy_29,1
35,敵,Enemy_30,1
36,敵,Enemy_31,1
37,味方,Npc_10,3
38,味方,Npc_12,3
39,味方,Npc_14,3
40,敵,Enemy_27,2
41,敵,Enemy_27,2
42,敵,Enemy_28,2
43,敵,Enemy_29,2
44,敵,Enemy_30,2
45,敵,Enemy_31,2
46,敵,Enemy_27,2
47,敵,Enemy_28,2
48,敵,Enemy_29,2
49,敵,Enemy_26,2
50,敵,Enemy_31,2
71,敵,Enemy_27,2
72,敵,Enemy_27,2
73,敵,Enemy_28,2
74,敵,Enemy_29,2
75,敵,Enemy_30,2
76,敵,Enemy_31,2
77,敵,Enemy_27,2
78,敵,Enemy_28,2
79,敵,Enemy_29,2
80,敵,Enemy_30,2
81,敵,Enemy_31,2
91,敵,Enemy_32,2
92,敵,Enemy_33,2
95,敵,Enemy_32,2
96,敵,Enemy_33,2
101,敵,Enemy_32,2
102,敵,Enemy_33,2
110,敵,Boss_01,1
115,敵,Enemy_32,2
116,敵,Enemy_33,2
121.7,敵,Enemy_32,2
126,敵,Enemy_33,2
130.3,味方,Npc_08,2
134.6,味方,Npc_09,2
138.9,味方,Npc_11,2
143.2,味方,Npc_13,2
147.5,味方,Npc_10,3
151.8,味方,Npc_12,3
156.1,味方,Npc_14,3
160.4,味方,Npc_08,2
164.7,味方,Npc_09,2
169,味方,Npc_11,2
173.3,敵,Enemy_32,2
177.6,敵,Enemy_33,2
181.9,敵,Enemy_32,2
186.2,敵,Enemy_33,2
190.5,味方,Npc_13,2
194.8,味方,Npc_08,2
199.1,味方,Npc_09,2
203.4,味方,Npc_11,2
207.7,味方,Npc_13,2
212,味方,Npc_08,2
216.3,味方,Npc_09,2
220.6,味方,Npc_11,2
224.9,味方,Npc_13,2
229.2,味方,Npc_08,2
233.5,味方,Npc_09,2
237.8,味方,Npc_11,2
242.1,味方,Npc_13,2
246.4,味方,Npc_08,2
250.7,敵,Enemy_32,2
255,敵,Enemy_33,2
259.3,敵,Enemy_32,2
263.6,敵,Enemy_33,2
267.9,味方,Npc_09,2
272.2,味方,Npc_11,2
276.5,味方,Npc_13,2
280.8,味方,Npc_08,2
285.1,味方,Npc_09,2
289.4,味方,Npc_11,2
293.7,味方,Npc_13,2
298,味方,Npc_08,2
302.3,味方,Npc_09,2
306.6,味方,Npc_11,2
310.9,味方,Npc_13,2
315.2,味方,Npc_08,2
319.5,敵,Enemy_32,2
323.8,敵,Enemy_33,2
328.1,敵,Enemy_32,2
332.4,敵,Enemy_33,2
336.7,味方,Npc_09,2
341,味方,Npc_11,2
345.3,味方,Npc_13,2
349.6,味方,Npc_08,2
353.9,味方,Npc_09,2
358.2,味方,Npc_11,2
362.5,味方,Npc_13,2
366.8,味方,Npc_08,2
371.1,味方,Npc_09,2
375.4,味方,Npc_11,2
379.7,味方,Npc_13,2
384,味方,Npc_08,2
388.3,味方,Npc_09,2
392.6,味方,Npc_11,2
396.9,味方,Npc_13,2
401.2,味方,Npc_08,2
405.5,味方,Npc_09,2
409.8,味方,Npc_11,2
414.1,味方,Npc_13,2
418.4,味方,Npc_08,2
422.7,味方,Npc_09,2
427,味方,Npc_11,2
431.3,味方,Npc_13,2
