秒数,布陣,キャラクター,レベル,敵名,リソース,,,,,
1,味方,Orend_01,4
2,味方,Shandy_01,4
3,味方,Era_01,4
4,敵,Enemy_04,3
7,敵,Enemy_05,3
10,敵,Enemy_06,3
13,敵,Enemy_04,3
16,敵,Enemy_05,3
17,敵,Enemy_05,3
18,敵,Enemy_04,3
19,敵,Enemy_05,3
20,敵,Enemy_04,3
21,敵,Enemy_05,3
22,敵,Enemy_06,3
23,敵,Enemy_07,3
35,敵,Enemy_08,2
35.5,敵,Enemy_07,2
36,敵,Enemy_25,2
36.5,敵,Enemy_08,2
37,敵,Enemy_07,2
37.5,敵,Enemy_25,2
38,敵,Enemy_23,2
38.5,敵,Enemy_07,2
39,敵,Enemy_25,2
39.5,敵,Enemy_23,2
40,敵,Enemy_07,2
40.5,敵,Enemy_03,3
41,敵,Enemy_08,2
41.5,敵,Enemy_07,2
42,敵,Enemy_23,2
42.5,敵,Enemy_08,2
43,敵,Enemy_23,2
43.5,敵,Enemy_25,2
44,敵,Enemy_08,2
44.5,敵,Enemy_23,2
45,敵,Enemy_25,2
45.5,敵,Enemy_08,2
46,敵,Enemy_07,2
46.5,敵,Enemy_03,3
47,敵,Enemy_08,2
47.5,敵,Enemy_07,2
48,敵,Enemy_25,2
48.5,敵,Enemy_23,2
49,敵,Enemy_07,2
49.5,敵,Enemy_25,2
