秒数,布陣,キャラクター,レベル,敵名,リソース,,,,,
0.5,敵,Enemy_01,2
1,敵,Enemy_02,2
1.5,敵,Enemy_03,2
2,敵,Enemy_04,2
2.5,敵,Enemy_05,2
3,敵,Enemy_06,2
3.5,敵,Enemy_07,2
4,敵,Enemy_08,2
4.5,敵,Enemy_09,2
5,敵,Enemy_10,2
5.5,敵,Enemy_11,2
6,敵,Enemy_08,2
6.5,敵,Enemy_08,2
7,敵,Enemy_10,2
7.5,敵,Enemy_01,2
8,敵,Enemy_02,2
8.5,敵,Enemy_10,2
9,敵,Enemy_09,2
25,敵,Enemy_21,2
26,敵,Enemy_22,2
27,敵,Enemy_23,2
28,敵,Enemy_24,2
29,敵,Enemy_25,2
36,敵,Enemy_24,2
37,敵,Enemy_24,2
48,敵,Enemy_25,2
48.3,敵,Enemy_25,2
48.6,敵,Enemy_23,2
48.9,敵,Enemy_25,2
49.2,敵,Enemy_22,2
49.5,敵,Enemy_25,2
49.8,敵,Enemy_22,2
50.1,敵,Enemy_24,2
50.4,敵,Enemy_23,2
50.7,敵,Enemy_24,2
51,敵,Enemy_08,2
51.3,敵,Enemy_24,2
51.6,敵,Enemy_08,2
51.9,敵,Enemy_24,2
52.2,敵,Enemy_08,2
52.5,敵,Enemy_07,2
52.8,敵,Enemy_25,2
53.1,敵,Enemy_22,2
53.4,敵,Enemy_08,2
53.7,敵,Enemy_07,2
54,敵,Enemy_25,2
54.3,敵,Enemy_24,2
