秒数,布陣,キャラクター,レベル,敵名,リソース,,,,,
1,敵,Enemy_08,2
2,敵,Enemy_10,2
2.3,味方,Orend_01,2
2.7,味方,Loxy_01,2
3,敵,Enemy_08,2
4,敵,Enemy_08,2
11,敵,Enemy_08,2
12,敵,Enemy_10,2
13,敵,Enemy_08,2
14,敵,Enemy_08,2
15,敵,Enemy_08,2
16,敵,Enemy_10,2
22,敵,Enemy_12,2
23,敵,Enemy_13,2
28,敵,Enemy_12,2
31,敵,Enemy_13,2
33.5,敵,Enemy_12,2
34,敵,Enemy_13,2
50,敵,Enemy_14,2
53,敵,Enemy_14,2
57,敵,Enemy_13,2
57.3,敵,Enemy_13,2
57.6,敵,Enemy_13,2
57.9,敵,Enemy_13,2
58.2,敵,Enemy_12,2
58.5,敵,Enemy_13,2
58.8,敵,Enemy_14,2
59.1,敵,Enemy_13,2
59.4,敵,Enemy_12,2
59.7,敵,Enemy_13,2
60,敵,Enemy_13,2
60.3,敵,Enemy_14,2
